HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,Common name,Adult weight (g),Maximum longevity (yrs),Specimen origin,Data quality,Source
03356,Animalia,Chordata,Reptilia,Squamata,Colubridae,Heterodon,nasicus,"Western hognose snake, or Mexican hognose snake",350,19.8,captivity,acceptable,485
03359,Animalia,Chordata,Reptilia,Squamata,Colubridae,Hypsiglena,torquata,Night snake,104,12.2,captivity,acceptable,451
03360,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,alterna,Gray-banded kingsnake,1228,19.7,captivity,acceptable,451
03361,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,calligaster,Prairie kingsnake,1130,23.8,captivity,acceptable,485
03362,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,getula,Common kingsnake,2041,33.3,captivity,acceptable,485
03364,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,pyromelana,Sonoran mountain kingsnake,432,22.4,captivity,acceptable,485
03365,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,triangulum,Milk snake,950,22.6,captivity,acceptable,451
03366,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,zonata,California mountain kingsnake,407,28.8,captivity,acceptable,451
03369,Animalia,Chordata,Reptilia,Squamata,Colubridae,Macroprotodon,cucullatus,False smooth snake,104,5.9,captivity,acceptable,485
03370,Animalia,Chordata,Reptilia,Squamata,Colubridae,Masticophis,flagellum,Coachwhip,6484,20.2,captivity,acceptable,451
03372,Animalia,Chordata,Reptilia,Squamata,Colubridae,Natrix,natrix,European grass snake,96.25,20,captivity,acceptable,451
03373,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,erythrogaster,Plainbelly water snake,1499,14.8,captivity,acceptable,451
03374,Animalia,Chordata,Reptilia,Squamata,Colubridae,Nerodia,sipedon,Northern water snake,1306,9.6,captivity,acceptable,451
03376,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,aestivus,Rough greensnake,601,7.2,captivity,acceptable,451
03377,Animalia,Chordata,Reptilia,Squamata,Colubridae,Opheodrys,vernalis,Smooth green snake,104,6.1,captivity,acceptable,451
03378,Animalia,Chordata,Reptilia,Squamata,Colubridae,Oxybelis,aeneus,Brown vine snake,1359,15.2,captivity,acceptable,451
03379,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,catenifer,Gopher snake,7275.5,33.8,captivity,acceptable,485
03380,Animalia,Chordata,Reptilia,Squamata,Colubridae,Pituophis,melanoleucus,"Pine snake, or Bull snake",6407,22.4,captivity,acceptable,485
03382,Animalia,Chordata,Reptilia,Squamata,Colubridae,Regina,septemvittata,Queen snake,298,19.3,captivity,acceptable,485
03383,Animalia,Chordata,Reptilia,Squamata,Colubridae,Rhinocheilus,lecontei,"Long-nosed snake, or Western long-nosed snake",432,19.8,captivity,acceptable,485
03384,Animalia,Chordata,Reptilia,Squamata,Colubridae,Salvadora,hexalepis,Western patch-nosed snake,585,14.3,captivity,acceptable,485
03385,Animalia,Chordata,Reptilia,Squamata,Colubridae,Senticolis,triaspis,Green rat snake,753,19.8,captivity,acceptable,451
03387,Animalia,Chordata,Reptilia,Squamata,Colubridae,Spilotes,pullatus,Tropical rat snake,3983,17.5,captivity,acceptable,451
03388,Animalia,Chordata,Reptilia,Squamata,Colubridae,Storeria,dekayi,Brown snake,45,7,captivity,acceptable,451
03391,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,butleri,Butler's garter snake,125,14,captivity,acceptable,451
03392,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,couchii,Western aquatic garter snake,958,7.7,captivity,acceptable,485
03393,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,cyrtopsis,Eastern blackneck garter snake,441,10.8,captivity,acceptable,485
03394,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,elegans,Western terrestrial garter snake,400,17.8,captivity,acceptable,451
03395,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,marcianus,Checkered garter snake,434,7,unknown,acceptable,759
03396,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,ordinoides,Northwestern garter snake,329,15.8,captivity,acceptable,485
03397,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,radix,Plains garter snake,512,8.4,captivity,acceptable,451
03398,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sauritus,Eastern ribbonsnake,407,10.6,captivity,acceptable,451
03399,Animalia,Chordata,Reptilia,Squamata,Colubridae,Thamnophis,sirtalis,Common garter snake,150,14,captivity,acceptable,485
03400,Animalia,Chordata,Reptilia,Squamata,Colubridae,Trimorphodon,biscutatus,Western lyresnake,682,11.8,captivity,acceptable,485
03402,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,striatula,Rough earth snake,12,7.2,captivity,acceptable,451
03403,Animalia,Chordata,Reptilia,Squamata,Colubridae,Virginia,valeriae,Smooth earth snake,22,9.5,captivity,acceptable,451
03405,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,cordylus,"Cape girdled lizard, or Rough-scaled girdled lizard",17.3,15.6,captivity,acceptable,451
03408,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Gerrhosaurus,major,Rough-scaled plated lizard,284,24,captivity,acceptable,485
03410,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Platysaurus,guttatus,Lesser flat lizard,12.2,15.6,captivity,acceptable,451
03412,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,plumifrons,Green basilisk,66.2,13,captivity,acceptable,485
03413,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Basiliscus,vittatus,Brown basilisk,60.87,9.1,captivity,acceptable,485
03414,Animalia,Chordata,Reptilia,Squamata,Corytophanidae,Corytophanes,cristatus,Smooth helmeted iguana,43.4,7.1,captivity,acceptable,451
03417,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,carolinensis,Green anole,2.455,7.2,captivity,acceptable,451
03418,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,cuvieri,Puerto Rican giant anole,46.6,9.2,captivity,acceptable,451
03419,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,equestris,Knight anole,56,16.5,captivity,acceptable,485
03420,Animalia,Chordata,Reptilia,Squamata,Dactyloidae,Anolis,roquet,"Martinique's anole, or Anole",2.415,6.7,captivity,acceptable,451
03422,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Hoplodactylus,duvaucelii,Giant gecko,118,25,captivity,acceptable,451
03425,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Naultinus,gemmeus,Jewelled gecko,6.63,16,captivity,acceptable,451
03428,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Oedura,marmorata,Marbled velvet gecko,15.4,21.2,captivity,acceptable,485
03430,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,Woodworthia,maculatus,Gray gecko,6.83,37,captivity,acceptable,451
03431,Animalia,Chordata,Reptilia,Squamata,Elapidae,Acanthophis,antarcticus,Common death adder,384,9.3,captivity,acceptable,451
03434,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,caeruleus,Indian krait,1154,17.4,captivity,acceptable,485
03435,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,fasciatus,"Banded krait, or Red-headed krait",3113,13.2,captivity,acceptable,485
03436,Animalia,Chordata,Reptilia,Squamata,Elapidae,Bungarus,multicinctus,Many-banded krait,1154,13.7,captivity,acceptable,485
03438,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,jamesoni,Jameson's mamba,19310,13.1,captivity,acceptable,485
03439,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,polylepis,Black mamba,30758,26.2,captivity,acceptable,451
03443,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micruroides,euryxanthus,Western coral snake,56,17.6,captivity,acceptable,451
03444,Animalia,Chordata,Reptilia,Squamata,Elapidae,Micrurus,fulvius,Eastern coral snake,682,19,captivity,acceptable,451
03445,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,atra,"Chinese cobra, or Indian spitting cobra, or Golden spitting cobra",1849,11.7,captivity,acceptable,485
03446,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,haje,Egyptian cobra,6796,22.1,captivity,acceptable,451
03447,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,kaouthia,"Indian cobra, or Monocled cobra",3113,25.4,captivity,acceptable,485
03448,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,melanoleuca,Black and white cobra,6957,29.1,captivity,acceptable,485
03449,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,mossambica,Mozambique spitting cobra,8787,16.7,captivity,acceptable,451
03451,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,nigricollis,Blackneck spitting cobra,8787,23.2,captivity,acceptable,451
03453,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,pallida,Red spitting cobra,8787,20.2,captivity,acceptable,485
03455,Animalia,Chordata,Reptilia,Squamata,Elapidae,Naja,sputatrix,"Indonesian cobra, or Indian spitting cobra, or Indochinese spitting cobra",3113,13.5,captivity,acceptable,485
03457,Animalia,Chordata,Reptilia,Squamata,Elapidae,Ophiophagus,hannah,King cobra,8000,22.5,captivity,acceptable,485
03458,Animalia,Chordata,Reptilia,Squamata,Elapidae,Oxyuranus,scutellatus,"Coastal taipan, or Taipan",8110.5,15.6,captivity,acceptable,451
03459,Animalia,Chordata,Reptilia,Squamata,Elapidae,Pseudechis,australis,"King grown snake, or King brown snake",8144,11.1,captivity,acceptable,485
03463,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,jaculus,Caucasian sand-boa,196,24.7,captivity,acceptable,485
03465,Animalia,Chordata,Reptilia,Squamata,Erycidae,Eryx,tataricus,Tartar sand-boa,196,24,captivity,acceptable,451
03467,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Coleonyx,variegatus,Western banded gecko,4.56,15.2,captivity,acceptable,485
03468,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Leopard gecko,35.53,28.5,captivity,acceptable,451
03469,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Hemitheconyx,caudicinctus,African fat-tailed gecko,39.17,16.2,captivity,acceptable,451
03470,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,angulifer,Namib sand gecko,13.21,10.8,captivity,acceptable,451
03471,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Chondrodactylus,bibronii,Bibron's gecko,12.8,6.1,captivity,acceptable,451
03472,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Christinus,marmoratus,Marbled gecko,3.405,12.8,captivity,acceptable,451
03473,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gehyra,oceanica,Oceanic dtella,7.9,10.5,captivity,acceptable,485
03474,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Gekko,gecko,Tokay gecko,54.13,23.5,captivity,acceptable,485
03476,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Hemidactylus,turcicus,Mediterranean house gecko,2.53,8.4,captivity,acceptable,451
03477,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Heteronotia,binoei,Prickly gecko,2.18,13.6,captivity,acceptable,451
03478,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,astriata,Seychelles small day gecko,3.6,7.4,captivity,acceptable,451
03479,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,cepediana,Blue-tailed day gecko,5,9.3,captivity,acceptable,451
03482,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,laticauda,Broad-tailed day gecko,2.9,8.7,captivity,acceptable,485
03483,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,lineata,Striped day gecko,3.8,10,captivity,acceptable,451
03484,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,madagascariensis,Madagascar day gecko,20.7,13.6,captivity,acceptable,451
03485,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,standingi,Standing's day gecko,214.5,9.6,captivity,acceptable,451
03486,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,Phelsuma,sundbergi,Seychelles giant day gecko,12.35,15.9,captivity,acceptable,451
03487,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,horridum,Beaded lizard,1244.15,34.4,captivity,acceptable,451
03488,Animalia,Chordata,Reptilia,Squamata,Helodermatidae,Heloderma,suspectum,Gila monster,553.41,28.9,captivity,acceptable,451
03489,Animalia,Chordata,Reptilia,Squamata,Homalopsidae,Erpeton,tentaculatum,East Indian tentacled snake,131,13.6,captivity,acceptable,451
03491,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Amblyrhynchus,cristatus,Marine iguana,2227.43,6.4,captivity,acceptable,485
03492,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Brachylophus,fasciatus,Fiji banded iguana,170.175,5.9,captivity,acceptable,451
03493,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Conolophus,pallidus,Santa Fe land iguana,4200,17.1,captivity,acceptable,485
03495,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,bakeri,Baker's spinytail iguana,399.4,13.8,captivity,acceptable,451
03496,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,hemilopha,Cape spinytail iguana,2800,9.6,captivity,acceptable,485
03498,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,pectinata,Western spiny-tailed iguana,968,8.2,captivity,acceptable,485
03499,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Ctenosaura,similis,Black iguana,1034,22.4,captivity,acceptable,451
03500,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,cornuta,Rhinoceros iguana,16578.1,22.9,captivity,acceptable,451
03501,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,cychlura,Andros island iguana,6754.63,23.4,captivity,acceptable,485
03502,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Cyclura,nubila,Cayman rock iguana,4100,47.6,captivity,acceptable,451
03504,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Dipsosaurus,dorsalis,Desert iguana,69.5,14.6,captivity,acceptable,485
03505,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Iguana,iguana,Common green iguana,1530,19.8,captivity,acceptable,451
03506,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,ater,Northern chuckwalla,230.39,9.3,captivity,acceptable,451
03507,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,hispidus,Spiny chuckwalla,811.7,17.2,captivity,acceptable,451
03508,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sauromalus,varius,Piebald chuckwalla,1422.35,11.3,captivity,acceptable,451
03509,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,magister,Desert spiny lizard,35.21,5.9,captivity,acceptable,451
03510,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,poinsettii,Crevice spiny lizard,30.94,8,captivity,acceptable,451
03511,Animalia,Chordata,Reptilia,Squamata,Iguanidae,Sceloporus,serrifer,Blue spiny lizard,29.175,6.7,captivity,acceptable,451
03513,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,galloti,Gallot's Canary Island lizard,27.49,5.6,captivity,acceptable,582
03514,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Gallotia,simonyi,Simony's Canary Island lizard,195.995,5.4,captivity,acceptable,582
03515,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Lacerta,viridis,European green lizard,21.5,10,unknown,acceptable,527
03517,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Podarcis,muralis,Common wall lizard,5.41,10,unknown,acceptable,527
03518,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Teira,dugesii,Madeira wall lizard,7.29,4.8,captivity,acceptable,582
03519,Animalia,Chordata,Reptilia,Squamata,Lacertidae,Timon,lepidus,Jeweled lizard,99.625,17,unknown,acceptable,527
03520,Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Atractaspis,bibronii,Bibron's mole viper,109,23.9,captivity,acceptable,485
03522,Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Psammophis,subtaeniatus,Stripe-belly sand racer,2381,5.8,captivity,acceptable,485
03524,Animalia,Chordata,Reptilia,Squamata,Lamprophiidae,Rhamphiophis,oxyrhynchus,Rufous beaked snake,1528,13.3,captivity,acceptable,485
03525,Animalia,Chordata,Reptilia,Squamata,Leiocephalidae,Leiocephalus,carinatus,Northern curly-tailed lizard,30,10.8,captivity,acceptable,485
03530,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cuvieri,Cuvier's Madagascar swift,117.7,21.2,captivity,acceptable,"Rob Coke, pers. comm."
03531,Animalia,Chordata,Reptilia,Squamata,Opluridae,Oplurus,cyclurus,Merrem's Madagascar swift,45.4,9.3,captivity,acceptable,485
03532,Animalia,Chordata,Reptilia,Squamata,Phrynosomatidae,Uma,notata,Colorado desert fringe-toed lizard,22.49,8.1,captivity,acceptable,451
03533,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Ptyodactylus,hasselquistii,Fan-footed gecko,9.3,10.9,captivity,acceptable,451
03534,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,annularis,Ringed wall gecko,16.605,11.8,captivity,acceptable,451
03535,Animalia,Chordata,Reptilia,Squamata,Phyllodactylidae,Tarentola,mauritanica,Common wall gecko,6.54,14,captivity,acceptable,451
03536,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Antaresia,childreni,Children's python,384,25.7,captivity,acceptable,451
03537,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Aspidites,melanocephalus,Black-headed python,6107,22.6,captivity,acceptable,451
03538,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Bothrochilus,boa,Bismarck ringed python,2009,22.2,captivity,acceptable,451
03539,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Leiopython,albertisii,D'albert's python,8133.5,18,captivity,acceptable,451
03540,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Liasis,fuscus,Brown water python,10592,26.8,captivity,acceptable,485
03544,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,spilota,Carpet python,15926,19.6,captivity,acceptable,485
03545,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Morelia,viridis,Green tree python,3113,20.6,captivity,acceptable,451
03546,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,curtus,Blood python,8144,27.8,captivity,acceptable,485
03547,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,molurus,Indian python,12370,34.2,captivity,acceptable,485
03548,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,regius,Ball python,8858,47.5,captivity,acceptable,451
03549,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,reticulatus,Reticulated python,32000,29.4,captivity,acceptable,451
03550,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,sebae,African rock python,73000,27.3,captivity,acceptable,485
03555,Animalia,Chordata,Reptilia,Squamata,Scincidae,Chalcides,ocellatus,Palaearctic eyed skink,39.1,14,captivity,acceptable,451
03556,Animalia,Chordata,Reptilia,Squamata,Scincidae,Corucia,zebrata,Solomon Island skink,1013.7,24.3,captivity,acceptable,451
03558,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,cunninghami,Cunningham's skink,262.64,26.5,captivity,acceptable,451
03562,Animalia,Chordata,Reptilia,Squamata,Scincidae,Egernia,stokesii,Gidgee skink,198.76,18.2,captivity,acceptable,451
03563,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,algeriensis,Algerian skink,85.4,22.8,captivity,acceptable,451
03565,Animalia,Chordata,Reptilia,Squamata,Scincidae,Eumeces,obsoletus,Great Plains skink,30,7.3,captivity,acceptable,451
03568,Animalia,Chordata,Reptilia,Squamata,Scincidae,Oligosoma,otagense,Otago skink,40.64,44,captivity,acceptable,451
03570,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,nigrolutea,Australian black and yellow skink,562.475,11.5,captivity,acceptable,582
03571,Animalia,Chordata,Reptilia,Squamata,Scincidae,Tiliqua,scincoides,Australian blue-tongued lizard,493,26.6,captivity,acceptable,451
03573,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Gonatodes,albogularis,Yellowhead gecko,1.865,5.6,captivity,acceptable,451
03574,Animalia,Chordata,Reptilia,Squamata,Sphaerodactylidae,Teratoscincus,scincus,Common wonder gecko,16.235,12.6,captivity,acceptable,451
03575,Animalia,Chordata,Reptilia,Squamata,Teiidae,Ameiva,ameiva,Giant ameiva,68,4.6,captivity,acceptable,451
03576,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,sexlineatus,Six-lined racerunner,7.9,6,unknown,acceptable,528
03577,Animalia,Chordata,Reptilia,Squamata,Teiidae,Cnemidophorus,tigris,Western whiptail,18,7.8,wild,acceptable,1
03578,Animalia,Chordata,Reptilia,Squamata,Teiidae,Dracaena,guianensis,Guyana caiman lizard,1500,9.3,captivity,acceptable,485
03580,Animalia,Chordata,Reptilia,Squamata,Teiidae,Tupinambis,teguixin,Columbian tegu,1773.51,16.1,captivity,acceptable,451
03584,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,bengalensis,Bengal monitor,3750,11.2,captivity,acceptable,451
03585,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,dumerilii,Dumeril monitor,988,10.7,captivity,acceptable,451
03586,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,exanthematicus,Bosc's monitor and Savannah monitor,35500,12.7,captivity,acceptable,485
03587,Animalia,Chordata,Reptilia,Squamata,Varanidae,Varanus,giganteus,Perentie,5333.4,19.7,captivity,acceptable,485
